Word,Length,Freq_HAL,Log_Freq_HAL
exodus,6,2428,7.795
exogamous,9,11,2.398
exonerate,9,102,4.625
exonerated,10,170,5.136
exoneration,11,35,3.555
exorbitance,11,2,0.693
exorbitant,10,381,5.943
exorcise,8,134,4.898
exorcism,8,238,5.472
exorcist,8,1671,7.421
exorcize,8,5,1.609
exothermic,10,64,4.159
exotic,6,3668,8.207
expand,6,12699,9.449
expandable,10,1258,7.137
expanded,8,7948,8.981
expanding,9,7127,8.872
expands,7,1618,7.389
expanse,7,844,6.738
expansion,9,15963,9.678
expansions,10,1293,7.165
expansive,9,471,6.155
expansively,11,15,2.708
expansiveness,13,11,2.398
expatriate,10,496,6.207
expect,6,60322,11.007
expectable,10,15,2.708
expectance,10,17,2.833
expectancy,10,951,6.858
expectant,9,193,5.263
expectation,11,2424,7.793
expectations,12,5467,8.606
expected,8,34828,10.458
expectedly,10,25,3.219
expecting,9,8850,9.088
expectorant,11,27,3.296
expectorate,11,9,2.197
expects,7,3888,8.266
expedience,10,59,4.078
expediency,10,248,5.513
expedient,9,472,6.157
expedite,8,696,6.545
expediting,10,54,3.989
expedition,10,1550,7.346
expeditionary,13,139,4.934
expeditions,11,493,6.201
expeditious,11,91,4.511
expeditiously,13,183,5.209
expel,5,536,6.284
expelled,8,1584,7.368
expelling,9,222,5.403
expend,6,538,6.288
expendable,10,670,6.507
expended,8,675,6.515
expenditure,11,1275,7.151
expenditures,12,1683,7.428
expense,7,10514,9.26
expenses,8,8057,8.994
expensive,9,36397,10.502
experience,10,234638,12.366
experienced,11,29904,10.306
experiences,11,25256,10.137
experiencing,12,5834,8.671
experiential,12,389,5.964
experientially,14,28,3.332
experiment,10,13238,9.491
experimental,12,9634,9.173
experimentalism,15,8,2.079
experimentally,14,528,6.269
experimentation,15,2216,7.703
experimentations,16,23,3.135
experimented,12,1173,7.067
experimenter,12,255,5.541
experimenters,13,293,5.68
experimenting,13,2341,7.758
experiments,11,8069,8.996
expert,6,19795,9.893
expertise,9,12649,9.445
experts,7,12541,9.437
expiration,10,2466,7.81
expire,6,2626,7.873
expired,7,2908,7.975
expires,7,1988,7.595
explain,7,43650,10.684
explained,9,16265,9.697
explaining,10,7550,8.929
explains,8,10431,9.253
explanation,11,23179,10.051
explanations,12,4456,8.402
explanatory,11,701,6.553
expletive,9,190,5.247
explicable,10,101,4.615
explicate,9,81,4.394
explicit,8,7232,8.886
explicitly,10,7831,8.966
explicitness,12,25,3.219
explode,7,2963,7.994
exploded,8,2295,7.738
explodes,8,976,6.883
exploding,9,2106,7.653
exploit,7,2619,7.871
exploitation,12,2898,7.972
exploited,9,1825,7.509
exploiters,10,119,4.779
exploiting,10,1197,7.088
exploits,8,902,6.805
exploration,11,4287,8.363
explorations,12,440,6.087
explorative,11,25,3.219
exploratory,11,418,6.035
explore,7,10339,9.244
explored,8,2284,7.734
explorer,8,5911,8.685
explorers,9,669,6.506
explores,8,929,6.834
exploring,9,4718,8.459
explosion,9,5867,8.677
explosive,9,3685,8.212
explosively,11,113,4.727
explosives,10,1932,7.566
expo,4,2322,7.75
exponent,8,803,6.688
exponential,11,1040,6.947
exponents,9,289,5.666
export,6,11940,9.388
exportation,11,108,4.682
exported,8,2517,7.831
exporters,9,665,6.5
exporting,9,1256,7.136
exports,7,2949,7.989
expose,6,5440,8.602
exposed,7,11252,9.328
exposes,7,866,6.764
exposing,8,2629,7.874
exposition,10,1174,7.068
expositions,11,135,4.905
expository,10,181,5.198
expostulate,11,11,2.398
expostulation,13,4,1.386
exposure,8,13747,9.529
exposures,9,897,6.799
expound,7,362,5.892
expounded,9,238,5.472
expounding,10,150,5.011
express,7,25308,10.139
expressed,9,30956,10.34
expresses,9,1455,7.283
expressible,11,69,4.234
expressing,10,4482,8.408
expression,10,17559,9.773
expressionism,13,40,3.689
expressionist,13,88,4.477
expressionistic,15,11,2.398
expressionists,14,19,2.944
expressionless,14,89,4.489
expressions,11,4578,8.429
expressive,10,915,6.819
expressiveness,14,115,4.745
expressly,9,1621,7.391
expressway,10,755,6.627
expressways,11,37,3.611
expropriate,11,63,4.143
expropriated,12,89,4.489
expropriation,13,75,4.317
expulsion,9,826,6.717
expunge,7,169,5.13
expunging,9,23,3.135
expurgation,11,4,1.386
exquisite,9,1179,7.072
exquisitely,11,227,5.425
exquisiteness,13,1,0
extant,6,611,6.415
extemporaneous,14,36,3.584
extemporary,11,1,0
extend,6,9373,9.146
extended,8,20378,9.922
extending,9,3048,8.022
extends,7,2845,7.953
extension,9,20176,9.912
extensions,10,12149,9.405
extensive,9,17033,9.743
extensively,11,4013,8.297
extensor,8,23,3.135
extent,6,14969,9.614
extenuate,9,9,2.197
extenuating,11,155,5.043
extenuation,11,3,1.099
exterior,8,3034,8.018
exteriors,9,77,4.344
exterminate,11,540,6.292
exterminating,13,208,5.338
extermination,13,1786,7.488
extern,6,5756,8.658
external,8,31477,10.357
externalization,15,2,0.693
externalize,11,44,3.784
extinct,7,1752,7.469
extinction,10,1774,7.481
extinguish,10,332,5.805
extinguished,12,382,5.945
extinguisher,12,251,5.525
extol,5,80,4.382
extortion,9,605,6.405
extortionist,12,32,3.466
extra,5,55903,10.931
extract,7,8209,9.013
extracted,9,5480,8.609
extracting,10,3232,8.081
extraction,10,3914,8.272
extractor,9,453,6.116
extractors,10,102,4.625
extracts,8,1346,7.205
extracurricular,15,166,5.112
extradite,9,190,5.247
extradition,11,476,6.165
extramarital,12,139,4.934
extraneous,10,821,6.711
extraneousness,14,0,0
extraordinarily,15,871,6.77
extraordinary,13,4018,8.299
extrapolate,11,666,6.501
extrapolated,12,256,5.545
extrapolates,12,32,3.466
extrapolation,13,491,6.196
extrapolations,14,111,4.71
extras,6,3902,8.269
extrasensory,12,19,2.944
extraterrestrial,16,1127,7.027
extraterritorial,16,27,3.296
extravagance,12,73,4.29
extravagant,11,380,5.94
extravaganza,12,317,5.759
extravaganzas,13,47,3.85
extreme,7,15968,9.678
extremely,9,35112,10.466
extremes,8,1796,7.493
extremism,9,472,6.157
extremist,9,1181,7.074
extremists,10,1443,7.274
extremities,11,285,5.652
extremity,9,174,5.159
extricate,9,123,4.812
extrication,11,20,2.996
extrinsic,9,146,4.984
extroversion,12,10,2.303
extrovert,9,50,3.912
extrude,7,78,4.357
extruded,8,191,5.252
extruding,9,37,3.611
extrusion,9,181,5.198
exuberance,10,158,5.063
exuberant,9,128,4.852
exude,5,86,4.454
exuded,6,69,4.234
exult,5,36,3.584
exultant,8,51,3.932
exultantly,10,3,1.099
exultation,10,45,3.807
eye,3,41052,10.623
eyeball,7,465,6.142
eyeballs,8,450,6.109
eyebath,7,1,0
eyebrow,7,775,6.653
eyebrows,8,1168,7.063
eyed,4,1219,7.106
eyedrop,7,5,1.609
eyeful,6,47,3.85
eyeglass,8,83,4.419
eyeglasses,10,220,5.394
eyeing,6,302,5.71
eyelash,7,92,4.522
eyelashes,9,305,5.72
eyeless,7,55,4.007
eyelet,6,157,5.056
eyelets,7,226,5.421
eyelid,6,249,5.517
eyelids,7,625,6.438
eyeliner,8,153,5.03
eyepiece,8,536,6.284
eyes,4,58027,10.969
eyeshot,7,0,0
eyesight,8,577,6.358
eyesore,7,112,4.718
eyestrain,9,80,4.382
eyeteeth,8,9,2.197
eyetooth,8,1,0
eyewash,7,17,2.833
eyewitness,10,702,6.554
Ezra,4,573,6.351
fab,3,1168,7.063
fable,5,314,5.749
fabled,6,319,5.765
fables,6,349,5.855
fabric,6,5876,8.679
fabricate,9,391,5.969
fabricated,10,856,6.752
fabricating,11,285,5.652
fabrication,11,2565,7.85
fabrics,7,1514,7.323
fabulous,8,3451,8.146
facade,6,713,6.569
facaded,7,1,0
facades,7,91,4.511
face,4,77706,11.261
facecloth,9,1,0
faced,5,6836,8.83
faceless,8,733,6.597
faces,5,9384,9.147
facet,5,791,6.673
facetious,9,390,5.966
facetiously,11,62,4.127
facets,6,1297,7.168
facial,6,2030,7.616
facile,6,544,6.299
facilitate,10,4173,8.336
facilitated,11,725,6.586
facilitates,11,639,6.46
facilitating,12,618,6.426
facilitation,12,320,5.768
facilitatory,12,1,0
facilities,10,13801,9.532
facility,8,14204,9.561
facing,6,9027,9.108
facsimile,9,1671,7.421
fact,4,184510,12.125
faction,7,1914,7.557
factions,8,1739,7.461
factious,8,2,0.693
factor,6,22949,10.041
factories,9,3478,8.154
factors,7,15769,9.666
factory,7,19414,9.874
facts,5,34163,10.439
factual,7,3468,8.151
faculties,9,650,6.477
faculty,7,9741,9.184
fad,3,1098,7.001
fade,4,3505,8.162
faded,5,2357,7.765
fadeout,7,33,3.497
fading,6,1503,7.315
fads,4,260,5.561
Fahrenheit,10,815,6.703
fail,4,18678,9.835
failed,6,27279,10.214
failing,7,6420,8.767
fails,5,12958,9.469
failure,7,23998,10.086
failures,8,4303,8.367
fain,4,264,5.576
faint,5,2513,7.829
fainted,7,379,5.938
faintest,8,359,5.883
faintly,7,473,6.159
fair,4,45321,10.722
fairer,6,413,6.023
fairest,7,315,5.753
fairgoers,9,3,1.099
fairground,10,84,4.431
fairies,7,485,6.184
fairly,6,38992,10.571
fairness,8,2834,7.949
fairs,5,552,6.314
fair's,6,243,5.493
fairway,7,413,6.023
fairways,8,111,4.71
fairy,5,2344,7.76
fairyland,9,28,3.332
fairytale,9,143,4.963
faith,5,29740,10.3
faithful,8,3545,8.173
faithfully,10,951,6.858
faithless,9,70,4.248
faiths,6,740,6.607
fake,4,7853,8.969
faked,5,1831,7.513
faker,5,80,4.382
falcon,6,8268,9.02
falconry,8,218,5.384
fall,4,46059,10.738
fallacious,10,604,6.404
fallacy,7,1946,7.574
fallen,6,19300,9.868
fallible,8,297,5.694
falling,7,13324,9.497
falloff,7,70,4.248
fallout,7,650,6.477
fallow,6,131,4.875
falls,5,15232,9.631
fall's,6,74,4.304
FALSE,5,0,0
falsehood,9,878,6.778
falsehoods,10,517,6.248
falseness,9,38,3.638
falsetto,8,162,5.088
falsies,7,31,3.434
falsification,13,222,5.403
falsify,7,295,5.687
falsifying,10,149,5.004
falsity,7,210,5.347
falter,6,192,5.257
faltered,8,153,5.03
falters,7,60,4.094
fame,4,6089,8.714
famed,5,730,6.593
familial,8,358,5.881
familiar,8,26893,10.2
familiarity,11,5837,8.672
familiarize,11,811,6.698
familiarly,10,32,3.466
familiarness,12,3,1.099
families,8,18151,9.806
family,6,88710,11.393
family's,8,1303,7.172
famine,6,1038,6.945
famish,6,0,0
famous,6,17485,9.769
fan,3,37452,10.531
fanatic,7,2431,7.796
fanatical,9,1442,7.274
fanaticism,10,428,6.059
fanatics,8,2105,7.652
fancied,7,151,5.017
fancier,7,516,6.246
fancies,7,200,5.298
fanciful,8,347,5.849
fancy,5,7351,8.903
fancying,8,10,2.303
fancywork,9,4,1.386
fanfare,7,802,6.687
fang,4,917,6.821
fangs,5,948,6.854
fanlight,8,6,1.792
fanned,6,186,5.226
fanning,7,363,5.894
fanny,5,863,6.76
fans,4,31621,10.362
fan's,5,293,5.68
fantasia,8,643,6.466
fantasies,9,4997,8.517
fantastic,9,10813,9.289
fantasy,7,21100,9.957
far,3,176812,12.083
faraway,7,291,5.673
farce,5,2074,7.637
farces,6,41,3.714
fare,4,5309,8.577
fares,5,2056,7.629
farewell,8,1551,7.347
farfetched,10,141,4.949
Fargo,5,1106,7.009
farina,6,132,4.883
faring,6,125,4.828
farm,4,10864,9.293
farmed,6,258,5.553
farmer,6,5026,8.522
farmers,7,4683,8.452
farmer's,8,455,6.12
farmhand,8,19,2.944
farmhouse,9,234,5.455
farmhouses,10,44,3.784
farming,7,2127,7.662
farmland,8,312,5.743
farmlands,9,49,3.892
farms,5,2578,7.855
farmstead,9,2105,7.652
farmyard,8,27,3.296
farsighted,10,71,4.263
fart,4,1320,7.185
farther,7,4224,8.349
farthest,8,602,6.4
farthing,8,97,4.575
fascinate,9,88,4.477
fascinated,10,1691,7.433
fascinates,10,115,4.745
fascinating,11,4887,8.494
fascinatingly,13,13,2.565
fascination,11,1478,7.298
fascism,7,2305,7.743
fascist,7,3946,8.28
fascists,8,1272,7.148
fashion,7,13373,9.501
fashionable,11,928,6.833
fashioned,9,1623,7.392
fashioning,10,52,3.951
fashions,8,924,6.829
fast,4,77003,11.252
fasten,6,491,6.196
fastened,8,871,6.77
fastener,8,98,4.585
fastening,9,197,5.283
fastenings,10,54,3.989
fastens,7,62,4.127
faster,6,49451,10.809
fastest,7,10394,9.249
fastidious,10,87,4.466
fat,3,29356,10.287
fatal,5,6120,8.719
fatalism,8,122,4.804
fatalist,8,94,4.543
fatalists,9,8,2.079
fatalities,10,1046,6.953
fatality,8,1187,7.079
fatally,7,346,5.846
fate,4,8495,9.047
fateful,7,284,5.649
fates,5,690,6.537
fathead,7,37,3.611
father,6,38034,10.546
fathered,8,225,5.416
fatherhood,10,315,5.753
fathering,9,91,4.511
fatherland,10,247,5.509
fatherless,10,131,4.875
fatherly,8,83,4.419
fathers,7,7379,8.906
father's,8,4586,8.431
fathom,6,771,6.648
fathoms,7,69,4.234
fatigue,7,3776,8.236
fatigued,8,231,5.442
fatigues,8,156,5.05
Fatima,6,354,5.869
fatless,7,3,1.099
fats,4,1149,7.047
fat's,5,38,3.638
fatso,5,55,4.007
fatten,6,184,5.215
fattening,9,190,5.247
fatter,6,410,6.016
fatty,5,1299,7.169
faucet,6,439,6.084
Faulkner,8,694,6.542
Faulkner's,10,41,3.714
fault,5,19968,9.902
faulted,7,263,5.572
faultless,9,80,4.382
faults,6,3285,8.097
faulty,6,3451,8.146
faun,4,45,3.807
fauna,5,606,6.407
Faust,5,899,6.801
Faustian,8,76,4.331
Faust's,7,14,2.639
Faustus,7,474,6.161
favor,5,19604,9.883
favorable,9,2797,7.936
favorably,9,899,6.801
favored,7,2054,7.628
favorer,7,0,0
favoring,8,642,6.465
favorite,8,37480,10.532
favorites,9,4651,8.445
favoritism,10,229,5.434
favors,6,2285,7.734
fawn,4,388,5.961
fawned,6,17,2.833
fawning,7,213,5.361
fawns,5,38,3.638
faze,4,100,4.605
fealty,6,301,5.707
fear,4,34537,10.45
feared,6,2281,7.732
fearful,7,1585,7.368
fearfully,9,137,4.92
fearing,7,949,6.855
fearless,8,1011,6.919
fears,5,4957,8.509
fearsome,8,1222,7.108
feasibility,11,1566,7.356
feasible,8,3262,8.09
feast,5,1911,7.555
feasting,8,131,4.875
feasts,6,150,5.011
feat,4,1607,7.382
feather,7,2364,7.768
featherbed,10,17,2.833
featherbedding,14,16,2.773
featherbrained,14,0,0
feathered,9,459,6.129
feathers,8,1784,7.487
feathertop,10,2,0.693
feathertop's,12,0,0
featherweight,13,88,4.477
feathery,8,78,4.357
feats,5,417,6.033
feature,7,34110,10.437
featured,8,6765,8.82
featureless,11,111,4.71
features,8,53511,10.888
featuring,9,7630,8.94
Feb,3,159762,11.981
February,8,60969,11.018
February's,10,120,4.787
fecund,6,35,3.555
fecundity,9,36,3.584
fed,3,14446,9.578
federal,7,56007,10.933
federalism,10,302,5.71
Federalist,10,771,6.648
federalize,10,22,3.091
federals,8,78,4.357
federate,8,14,2.639
federation,10,13112,9.481
fedora,6,110,4.7
feds,4,2802,7.938
fee,3,27166,10.21
feeble,6,1214,7.102
feebleminded,12,66,4.19
feebly,6,100,4.605
feed,4,20084,9.908
feedback,8,16363,9.703
feedbag,7,7,1.946
feeder,6,1374,7.225
feeding,7,7162,8.877
feedings,8,308,5.73
feeds,5,4325,8.372
feel,4,162048,11.996
feeler,6,90,4.5
feelers,7,164,5.1
feeling,7,37377,10.529
feelings,8,17008,9.741
feels,5,16639,9.72
fees,4,18502,9.826
feet,4,40143,10.6
feign,5,149,5.004
feigned,7,190,5.247
feigning,8,149,5.004
feint,5,1260,7.139
feldspar,8,98,4.585
Felice,6,172,5.147
Felice's,8,4,1.386
felicitate,10,6,1.792
felicity,8,280,5.635
feline,6,1174,7.068
Felix,5,2814,7.942
Felix's,7,51,3.932
fell,4,16827,9.731
fella,5,677,6.518
fellas,6,448,6.105
fellatio,8,199,5.293
felled,6,121,4.796
felling,7,157,5.056
fellow,6,19637,9.885
fellows,7,1939,7.57
fellowship,10,2666,7.888
fellowships,11,600,6.397
felon,5,469,6.151
felonious,9,103,4.635
felons,6,639,6.46
felony,6,2160,7.678
felt,4,50231,10.824
female,6,43053,10.67
females,7,7190,8.88
female's,8,409,6.014
feminine,8,2642,7.879
femininity,10,374,5.924
feminism,8,3062,8.027
feminist,8,4772,8.471
femme,5,876,6.775
femmes,6,483,6.18
femur,5,174,5.159
fence,5,5277,8.571
fenced,6,547,6.304
fencer,6,682,6.525
fences,6,1319,7.185
fencing,7,3027,8.015
fend,4,1791,7.491
fender,6,2584,7.857
fenders,7,419,6.038
fennel,6,166,5.112
feral,5,2884,7.967
ferment,7,500,6.215
fermentation,12,1361,7.216
fermentations,13,61,4.111
fermented,9,530,6.273
fermenting,10,378,5.935
fern,4,569,6.344
ferns,5,211,5.352
ferocious,9,419,6.038
ferocity,8,200,5.298
ferret,6,2524,7.834
ferreted,8,18,2.89
ferried,7,67,4.205
ferries,7,287,5.659
Ferris,6,789,6.671
ferromagnetic,13,55,4.007
ferry,5,2521,7.832
ferryboat,9,20,2.996
ferryman,8,50,3.912
fertile,7,1394,7.24
fertility,9,1357,7.213
fertilization,13,368,5.908
fertilize,9,267,5.587
fertilized,10,502,6.219
fertilizer,10,1231,7.116
fertilizers,11,403,5.999
fervency,8,4,1.386
fervent,7,301,5.707
fervid,6,11,2.398
fervor,6,435,6.075
fervors,7,1,0
fester,6,620,6.43
festering,9,277,5.624
festival,8,9122,9.118
festivals,9,1365,7.219
festive,7,291,5.673
festivities,11,425,6.052
festivity,9,34,3.526
fetch,5,3202,8.072
fetching,8,558,6.324
fetish,6,2914,7.977
fetishism,9,122,4.804
feud,4,818,6.707
feudal,6,850,6.745
feudalism,9,334,5.811
feudalistic,11,21,3.045
feuds,5,226,5.421
fever,5,4171,8.336
fevered,7,146,4.984
feverish,8,249,5.517
feverishly,10,269,5.595
few,3,264493,12.486
fewer,5,9659,9.176
fiance,6,1730,7.456
fiancee,7,1097,7
fiasco,6,1354,7.211
Fiat,4,1069,6.974
Fiats,5,48,3.871
fib,3,209,5.342
fiber,5,5832,8.671
fibers,6,2049,7.625
fibrosis,8,218,5.384
fibrous,7,218,5.384
fibula,6,18,2.89
fickle,6,291,5.673
fickleness,10,21,3.045
fiction,7,19200,9.863
fictional,9,2442,7.801
fictionalize,12,12,2.485
fictitious,10,780,6.659
fictive,7,44,3.784
fiddle,6,2076,7.638
fiddler,7,438,6.082
fiddles,7,148,4.997
fiddlesticks,12,12,2.485
fiddling,8,1115,7.017
Fidel,5,1171,7.066
fidelity,8,2662,7.887
fidget,6,107,4.673
fidgety,7,63,4.143
fief,4,61,4.111
fiefdom,7,115,4.745
field,5,79920,11.289
fielded,7,358,5.881
fielder,7,708,6.562
fielders,8,109,4.691
fielder's,9,44,3.784
fielding,8,962,6.869
fieldmice,9,3,1.099
fieldmouse,10,0,0
fields,6,25419,10.143
field's,7,234,5.455
fieldsman,9,140,4.942
fieldwork,9,99,4.595
fiend,5,1082,6.987
fiendish,8,224,5.412
fierce,6,2397,7.782
fiercely,8,585,6.372
fierceness,10,38,3.638
fiercest,8,70,4.248
fiery,5,1445,7.276
fiesta,6,616,6.423
fife,4,543,6.297
fifteen,7,5062,8.53
fifteenth,9,334,5.811
fifth,5,8863,9.09
fifties,7,1016,6.924
fiftieth,8,98,4.585
fifty,5,4889,8.495
fig,3,1887,7.543
Figaro,6,365,5.9
fight,5,40281,10.604
fighter,7,13334,9.498
fighters,8,7728,8.953
fighting,8,25177,10.134
fights,6,4158,8.333
figment,7,552,6.314
figs,4,807,6.693
figural,7,133,4.89
figurative,10,246,5.505
figure,6,56510,10.942
figured,7,16686,9.722
figurehead,10,112,4.718
figures,7,25416,10.143
figurine,8,215,5.371
figurines,9,416,6.031
figuring,8,3067,8.028
Fiji,4,442,6.091
filament,8,679,6.521
filaments,9,297,5.694
filbert,7,68,4.22
filberts,8,19,2.944
filched,7,16,2.773
file,4,311710,12.65
filed,5,7322,8.899
files,5,189348,12.151
filets,6,39,3.664
filial,6,123,4.812
filibuster,10,123,4.812
filibusters,11,21,3.045
filigree,8,34,3.526
filing,6,4120,8.324
Filipino,8,1483,7.302
Filipinos,9,718,6.576
fill,4,26443,10.183
fille,5,239,5.476
filled,6,18920,9.848
filler,6,1652,7.41
fillet,6,203,5.313
fillies,7,21,3.045
filling,7,7130,8.872
fillings,8,480,6.174
fills,5,2749,7.919
filly,5,260,5.561
film,4,52691,10.872
filmdom,7,3,1.099
filmed,6,2569,7.851
filming,7,1752,7.469
films,5,17142,9.749
film's,6,589,6.378
filmstrip,9,31,3.434
filmstrips,10,15,2.708
filmy,5,70,4.248
filter,6,17869,9.791
filtered,8,1536,7.337
filtering,9,3078,8.032
filters,7,7435,8.914
filth,5,1032,6.939
filthy,6,3126,8.048
filtrate,8,21,3.045
filtration,10,1099,7.002
fin,3,3677,8.21
final,5,49025,10.8
finale,6,1933,7.567
finalist,8,512,6.238
finalists,9,290,5.67
finality,8,137,4.92
finalize,8,289,5.666
finally,7,70037,11.157
finals,6,3386,8.127
finance,7,13752,9.529
financed,8,1494,7.309
finances,8,1663,7.416
financial,9,38129,10.549
financially,11,3550,8.175
financier,9,189,5.242
financing,9,2778,7.929
finch,5,1265,7.143
find,4,378725,12.845
finder,6,4442,8.399
finders,7,741,6.608
finding,7,32574,10.391
findings,8,5550,8.622
finds,5,11954,9.389
fine,4,111801,11.624
fined,5,2050,7.626
finely,6,1394,7.24
fineness,8,36,3.584
finer,5,1526,7.33
finery,6,43,3.761
fines,5,1907,7.553
finesse,7,630,6.446
finest,6,8767,9.079
finger,6,37566,10.534
fingerboard,11,436,6.078
fingered,8,784,6.664
fingering,9,1377,7.228
fingerings,10,159,5.069
fingernail,10,939,6.845
fingernails,11,835,6.727
fingerprint,11,3570,8.18
fingerprinting,14,140,4.942
fingerprints,12,603,6.402
fingers,7,19103,9.858
fingertip,9,247,5.509
fingertips,10,1380,7.23
finicky,7,287,5.659
finis,5,85,4.443
finish,6,18398,9.82
finished,8,23192,10.052
finisher,8,227,5.425
finishes,8,2179,7.687
finishing,9,4294,8.365
finite,6,4199,8.343
fink,4,819,6.708
Finland,7,8280,9.022
Finn,4,1272,7.148
finned,6,37,3.611
Finnish,7,3816,8.247
Finns,5,1164,7.06
fins,4,1646,7.406
fir,3,706,6.56
fire,4,62707,11.046
firearm,7,3170,8.061
firearms,8,7939,8.98
fireball,8,4216,8.347
firebird,8,911,6.815
firebomb,8,108,4.682
firebox,7,41,3.714
firebrand,9,125,4.828
firebreaks,10,11,2.398
firebrick,9,12,2.485
firebug,7,165,5.106
firecracker,11,223,5.407
firecrackers,12,133,4.89
fired,5,9941,9.204
firedog,7,10,2.303
firefly,7,180,5.193
firehouses,10,10,2.303
firelight,9,92,4.522
fireman,7,302,5.71
firemen,7,340,5.829
fireplace,9,1259,7.138
fireplaces,10,111,4.71
firepower,9,1515,7.323
fireproof,9,92,4.522
fires,5,4211,8.345
fire's,6,104,4.644
fireside,8,294,5.684
firestorm,9,2668,7.889
firewater,9,8,2.079
firewood,8,329,5.796
fireworks,9,1609,7.383
firing,6,5952,8.691
firm,4,34530,10.45
firmament,9,115,4.745
firmer,6,365,5.9
firmly,6,6327,8.753
firmness,8,234,5.455
firms,5,8488,9.046
firm's,6,699,6.55
first,5,518924,13.16
firstborn,9,330,5.799
firsthand,9,689,6.535
firtree,7,0,0
fiscal,6,4505,8.413
fish,4,30614,10.329
fishbone,8,212,5.357
fishcake,8,3,1.099
fisher,6,4753,8.467
fisherman,9,954,6.861
fisherman's,11,211,5.352
fishermen,9,1093,6.997
fishers,7,398,5.986
fishery,7,403,5.999
fishes,6,778,6.657
fishing,7,9675,9.177
fishmonger,10,20,2.996
fishmongers,11,3,1.099
fishpond,8,12,2.485
fishy,5,733,6.597
fission,7,1739,7.461
fissure,7,1141,7.04
fist,4,6036,8.705
fisted,6,139,4.934
fisticuffs,10,57,4.043
fists,5,1295,7.166
fit,3,42662,10.661
fitful,6,47,3.85
fitfully,8,40,3.689
fitness,7,4347,8.377
fits,4,10268,9.237
fitted,6,2813,7.942
fittest,7,631,6.447
fitting,7,3772,8.235
fittings,8,535,6.282
five,4,62706,11.046
fivefold,8,22,3.091
fivepence,9,2,0.693
fivepenny,9,0,0
fives,5,236,5.464
fix,3,35995,10.491
